# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-03-29 12:34:02 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03109500 Little Beaver Creek near East Liverpool OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 03109500
#            TS   parameter     statistic     Description
#        108675       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	108675_00060_00003	108675_00060_00003_cd
USGS	03109500	1961-11-13	92.0	A
USGS	03109500	1961-11-14	128	A
USGS	03109500	1961-11-15	190	A
USGS	03109500	1961-11-16	267	A
USGS	03109500	1961-11-17	444	A
USGS	03109500	1961-11-18	262	A
USGS	03109500	1961-11-19	169	A
USGS	03109500	1961-11-20	139	A
USGS	03109500	1961-11-21	124	A
USGS	03109500	1961-11-22	114	A
USGS	03109500	1961-11-23	126	A
USGS	03109500	1961-11-24	1040	A
USGS	03109500	1961-11-25	685	A
USGS	03109500	1961-11-26	372	A
USGS	03109500	1961-11-27	268	A
USGS	03109500	1961-11-28	207	A
USGS	03109500	1961-11-29	176	A
USGS	03109500	1961-11-30	155	A
USGS	03109500	1961-12-01	139	A
USGS	03109500	1961-12-02	132	A
USGS	03109500	1961-12-03	126	A
USGS	03109500	1961-12-04	119	A
USGS	03109500	1961-12-05	180	A
USGS	03109500	1961-12-06	187	A
USGS	03109500	1961-12-07	161	A
USGS	03109500	1961-12-08	139	A
USGS	03109500	1961-12-09	159	A
USGS	03109500	1961-12-10	161	A
USGS	03109500	1961-12-11	151	A
USGS	03109500	1961-12-12	153	A
USGS	03109500	1961-12-13	143	A
USGS	03109500	1961-12-14	149	A
USGS	03109500	1961-12-15	153	A
USGS	03109500	1961-12-16	112	A
USGS	03109500	1961-12-17	155	A
USGS	03109500	1961-12-18	200	A
USGS	03109500	1961-12-19	226	A
USGS	03109500	1961-12-20	212	A
USGS	03109500	1961-12-21	197	A
USGS	03109500	1961-12-22	180	A
USGS	03109500	1961-12-23	163	A
USGS	03109500	1961-12-24	163	A
USGS	03109500	1961-12-25	145	A
USGS	03109500	1961-12-26	143	A
USGS	03109500	1961-12-27	140	A
USGS	03109500	1961-12-28	140	A
USGS	03109500	1961-12-29	120	A
USGS	03109500	1961-12-30	120	A
USGS	03109500	1961-12-31	110	A
USGS	03109500	1962-01-01	110	A
USGS	03109500	1962-01-02	110	A
USGS	03109500	1962-01-03	110	A
USGS	03109500	1962-01-04	110	A
USGS	03109500	1962-01-05	120	A
USGS	03109500	1962-01-06	200	A
USGS	03109500	1962-01-07	1400	A
USGS	03109500	1962-01-08	900	A
USGS	03109500	1962-01-09	500	A
USGS	03109500	1962-01-10	400	A
USGS	03109500	1962-01-11	330	A
USGS	03109500	1962-01-12	280	A
USGS	03109500	1962-01-13	260	A
USGS	03109500	1962-01-14	250	A
USGS	03109500	1962-01-15	500	A
USGS	03109500	1962-01-16	900	A
USGS	03109500	1962-01-17	650	A
USGS	03109500	1962-01-18	280	A
USGS	03109500	1962-01-19	210	A
USGS	03109500	1962-01-20	190	A
USGS	03109500	1962-01-21	180	A
USGS	03109500	1962-01-22	550	A
USGS	03109500	1962-01-23	950	A
USGS	03109500	1962-01-24	650	A
USGS	03109500	1962-01-25	450	A
USGS	03109500	1962-01-26	850	A
USGS	03109500	1962-01-27	2200	A
USGS	03109500	1962-01-28	1100	A
USGS	03109500	1962-01-29	700	A
USGS	03109500	1962-01-30	500	A
USGS	03109500	1962-01-31	350	A
USGS	03109500	1962-02-01	300	A
USGS	03109500	1962-02-02	280	A
USGS	03109500	1962-02-03	270	A
USGS	03109500	1962-02-04	400	A
USGS	03109500	1962-02-05	800	A
USGS	03109500	1962-02-06	500	A
USGS	03109500	1962-02-07	350	A
USGS	03109500	1962-02-08	280	A
USGS	03109500	1962-02-09	240	A
USGS	03109500	1962-02-10	210	A
USGS	03109500	1962-02-11	190	A
USGS	03109500	1962-02-12	180	A
USGS	03109500	1962-02-13	160	A
USGS	03109500	1962-02-14	170	A
USGS	03109500	1962-02-15	190	A
USGS	03109500	1962-02-16	190	A
USGS	03109500	1962-02-17	210	A
USGS	03109500	1962-02-18	270	A
USGS	03109500	1962-02-19	524	A
USGS	03109500	1962-02-20	1090	A
USGS	03109500	1962-02-21	595	A
USGS	03109500	1962-02-22	652	A
USGS	03109500	1962-02-23	972	A
USGS	03109500	1962-02-24	3340	A
USGS	03109500	1962-02-25	1830	A
USGS	03109500	1962-02-26	2360	A
USGS	03109500	1962-02-27	2760	A
USGS	03109500	1962-02-28	2680	A
USGS	03109500	1962-03-01	1750	A
USGS	03109500	1962-03-02	1050	A
USGS	03109500	1962-03-03	819	A
USGS	03109500	1962-03-04	645	A
USGS	03109500	1962-03-05	585	A
USGS	03109500	1962-03-06	516	A
USGS	03109500	1962-03-07	489	A
USGS	03109500	1962-03-08	460	A
USGS	03109500	1962-03-09	472	A
USGS	03109500	1962-03-10	420	A
USGS	03109500	1962-03-11	519	A
USGS	03109500	1962-03-12	2940	A
USGS	03109500	1962-03-13	4230	A
USGS	03109500	1962-03-14	2210	A
USGS	03109500	1962-03-15	1470	A
USGS	03109500	1962-03-16	1140	A
USGS	03109500	1962-03-17	945	A
USGS	03109500	1962-03-18	846	A
USGS	03109500	1962-03-19	780	A
USGS	03109500	1962-03-20	1020	A
USGS	03109500	1962-03-21	1940	A
USGS	03109500	1962-03-22	2750	A
USGS	03109500	1962-03-23	1890	A
USGS	03109500	1962-03-24	1410	A
USGS	03109500	1962-03-25	1100	A
USGS	03109500	1962-03-26	927	A
USGS	03109500	1962-03-27	786	A
USGS	03109500	1962-03-28	675	A
USGS	03109500	1962-03-29	610	A
USGS	03109500	1962-03-30	590	A
USGS	03109500	1962-03-31	1200	A
USGS	03109500	1962-04-01	1860	A
USGS	03109500	1962-04-02	1610	A
USGS	03109500	1962-04-03	1550	A
USGS	03109500	1962-04-04	1330	A
USGS	03109500	1962-04-05	1140	A
USGS	03109500	1962-04-06	1040	A
USGS	03109500	1962-04-07	927	A
USGS	03109500	1962-04-08	858	A
USGS	03109500	1962-04-09	957	A
USGS	03109500	1962-04-10	927	A
USGS	03109500	1962-04-11	775	A
USGS	03109500	1962-04-12	710	A
USGS	03109500	1962-04-13	824	A
USGS	03109500	1962-04-14	909	A
USGS	03109500	1962-04-15	874	A
USGS	03109500	1962-04-16	814	A
USGS	03109500	1962-04-17	690	A
USGS	03109500	1962-04-18	635	A
USGS	03109500	1962-04-19	590	A
USGS	03109500	1962-04-20	525	A
USGS	03109500	1962-04-21	460	A
USGS	03109500	1962-04-22	420	A
USGS	03109500	1962-04-23	400	A
USGS	03109500	1962-04-24	365	A
USGS	03109500	1962-04-25	334	A
USGS	03109500	1962-04-26	304	A
USGS	03109500	1962-04-27	283	A
USGS	03109500	1962-04-28	271	A
USGS	03109500	1962-04-29	265	A
USGS	03109500	1962-04-30	256	A
USGS	03109500	1962-05-01	416	A
USGS	03109500	1962-05-02	489	A
USGS	03109500	1962-05-03	428	A
USGS	03109500	1962-05-04	348	A
USGS	03109500	1962-05-05	301	A
USGS	03109500	1962-05-06	283	A
USGS	03109500	1962-05-07	324	A
USGS	03109500	1962-05-08	337	A
USGS	03109500	1962-05-09	354	A
USGS	03109500	1962-05-10	298	A
USGS	03109500	1962-05-11	268	A
USGS	03109500	1962-05-12	251	A
USGS	03109500	1962-05-13	236	A
USGS	03109500	1962-05-14	220	A
USGS	03109500	1962-05-15	202	A
USGS	03109500	1962-05-16	187	A
USGS	03109500	1962-05-17	176	A
USGS	03109500	1962-05-18	161	A
USGS	03109500	1962-05-19	159	A
USGS	03109500	1962-05-20	176	A
USGS	03109500	1962-05-21	165	A
USGS	03109500	1962-05-22	143	A
USGS	03109500	1962-05-23	130	A
USGS	03109500	1962-05-24	124	A
USGS	03109500	1962-05-25	111	A
USGS	03109500	1962-05-26	100	A
USGS	03109500	1962-05-27	99.0	A
USGS	03109500	1962-05-28	102	A
USGS	03109500	1962-05-29	106	A
USGS	03109500	1962-05-30	97.0	A
USGS	03109500	1962-05-31	92.0	A
USGS	03109500	1962-06-01	121	A
USGS	03109500	1962-06-02	141	A
USGS	03109500	1962-06-03	111	A
USGS	03109500	1962-06-04	92.0	A
USGS	03109500	1962-06-05	163	A
USGS	03109500	1962-06-06	236	A
USGS	03109500	1962-06-07	159	A
USGS	03109500	1962-06-08	124	A
USGS	03109500	1962-06-09	95.0	A
USGS	03109500	1962-06-10	78.0	A
USGS	03109500	1962-06-11	70.0	A
USGS	03109500	1962-06-12	86.0	A
USGS	03109500	1962-06-13	100	A
USGS	03109500	1962-06-14	94.0	A
USGS	03109500	1962-06-15	88.0	A
USGS	03109500	1962-06-16	83.0	A
USGS	03109500	1962-06-17	70.0	A
USGS	03109500	1962-06-18	61.0	A
USGS	03109500	1962-06-19	55.0	A
USGS	03109500	1962-06-20	50.0	A
USGS	03109500	1962-06-21	48.0	A
USGS	03109500	1962-06-22	47.0	A
USGS	03109500	1962-06-23	44.0	A
USGS	03109500	1962-06-24	43.0	A
USGS	03109500	1962-06-25	42.0	A
USGS	03109500	1962-06-26	40.0	A
USGS	03109500	1962-06-27	38.0	A
USGS	03109500	1962-06-28	33.0	A
USGS	03109500	1962-06-29	30.0	A
USGS	03109500	1962-06-30	29.0	A
USGS	03109500	1962-07-01	28.0	A
USGS	03109500	1962-07-02	26.0	A
USGS	03109500	1962-07-03	199	A
USGS	03109500	1962-07-04	498	A
USGS	03109500	1962-07-05	223	A
USGS	03109500	1962-07-06	126	A
USGS	03109500	1962-07-07	89.0	A
USGS	03109500	1962-07-08	70.0	A
USGS	03109500	1962-07-09	60.0	A
USGS	03109500	1962-07-10	51.0	A
USGS	03109500	1962-07-11	47.0	A
USGS	03109500	1962-07-12	42.0	A
USGS	03109500	1962-07-13	40.0	A
USGS	03109500	1962-07-14	40.0	A
USGS	03109500	1962-07-15	47.0	A
USGS	03109500	1962-07-16	48.0	A
USGS	03109500	1962-07-17	44.0	A
USGS	03109500	1962-07-18	40.0	A
USGS	03109500	1962-07-19	34.0	A
USGS	03109500	1962-07-20	30.0	A
USGS	03109500	1962-07-21	29.0	A
USGS	03109500	1962-07-22	42.0	A
USGS	03109500	1962-07-23	49.0	A
USGS	03109500	1962-07-24	52.0	A
USGS	03109500	1962-07-25	44.0	A
USGS	03109500	1962-07-26	48.0	A
USGS	03109500	1962-07-27	45.0	A
USGS	03109500	1962-07-28	40.0	A
USGS	03109500	1962-07-29	36.0	A
USGS	03109500	1962-07-30	33.0	A
USGS	03109500	1962-07-31	31.0	A
USGS	03109500	1962-08-01	28.0	A
USGS	03109500	1962-08-02	26.0	A
USGS	03109500	1962-08-03	23.0	A
USGS	03109500	1962-08-04	20.0	A
USGS	03109500	1962-08-05	21.0	A
USGS	03109500	1962-08-06	20.0	A
USGS	03109500	1962-08-07	29.0	A
USGS	03109500	1962-08-08	40.0	A
USGS	03109500	1962-08-09	51.0	A
USGS	03109500	1962-08-10	40.0	A
USGS	03109500	1962-08-11	35.0	A
USGS	03109500	1962-08-12	31.0	A
USGS	03109500	1962-08-13	35.0	A
USGS	03109500	1962-08-14	36.0	A
USGS	03109500	1962-08-15	30.0	A
USGS	03109500	1962-08-16	28.0	A
USGS	03109500	1962-08-17	26.0	A
USGS	03109500	1962-08-18	26.0	A
USGS	03109500	1962-08-19	22.0	A
USGS	03109500	1962-08-20	20.0	A
USGS	03109500	1962-08-21	23.0	A
USGS	03109500	1962-08-22	24.0	A
USGS	03109500	1962-08-23	20.0	A
USGS	03109500	1962-08-24	17.0	A
USGS	03109500	1962-08-25	14.0	A
USGS	03109500	1962-08-26	13.0	A
USGS	03109500	1962-08-27	29.0	A
USGS	03109500	1962-08-28	27.0	A
USGS	03109500	1962-08-29	20.0	A
USGS	03109500	1962-08-30	18.0	A
USGS	03109500	1962-08-31	18.0	A
USGS	03109500	1962-09-01	32.0	A
USGS	03109500	1962-09-02	82.0	A
USGS	03109500	1962-09-03	68.0	A
USGS	03109500	1962-09-04	130	A
USGS	03109500	1962-09-05	60.0	A
USGS	03109500	1962-09-06	55.0	A
USGS	03109500	1962-09-07	48.0	A
USGS	03109500	1962-09-08	41.0	A
USGS	03109500	1962-09-09	40.0	A
USGS	03109500	1962-09-10	46.0	A
USGS	03109500	1962-09-11	50.0	A
USGS	03109500	1962-09-12	48.0	A
USGS	03109500	1962-09-13	43.0	A
USGS	03109500	1962-09-14	46.0	A
USGS	03109500	1962-09-15	42.0	A
USGS	03109500	1962-09-16	40.0	A
USGS	03109500	1962-09-17	36.0	A
USGS	03109500	1962-09-18	32.0	A
USGS	03109500	1962-09-19	29.0	A
USGS	03109500	1962-09-20	32.0	A
USGS	03109500	1962-09-21	30.0	A
USGS	03109500	1962-09-22	30.0	A
USGS	03109500	1962-09-23	32.0	A
USGS	03109500	1962-09-24	30.0	A
USGS	03109500	1962-09-25	31.0	A
USGS	03109500	1962-09-26	33.0	A
USGS	03109500	1962-09-27	35.0	A
USGS	03109500	1962-09-28	110	A
USGS	03109500	1962-09-29	145	A
USGS	03109500	1962-09-30	109	A
USGS	03109500	1962-10-01	77.0	A
USGS	03109500	1962-10-02	60.0	A
USGS	03109500	1962-10-03	52.0	A
USGS	03109500	1962-10-04	52.0	A
USGS	03109500	1962-10-05	83.0	A
USGS	03109500	1962-10-06	77.0	A
USGS	03109500	1962-10-07	68.0	A
USGS	03109500	1962-10-08	62.0	A
USGS	03109500	1962-10-09	62.0	A
USGS	03109500	1962-10-10	58.0	A
USGS	03109500	1962-10-11	51.0	A
USGS	03109500	1962-10-12	51.0	A
USGS	03109500	1962-10-13	48.0	A
USGS	03109500	1962-10-14	53.0	A
USGS	03109500	1962-10-15	46.0	A
USGS	03109500	1962-10-16	45.0	A
USGS	03109500	1962-10-17	55.0	A
USGS	03109500	1962-10-18	65.0	A
USGS	03109500	1962-10-19	58.0	A
USGS	03109500	1962-10-20	57.0	A
USGS	03109500	1962-10-21	54.0	A
USGS	03109500	1962-10-22	48.0	A
USGS	03109500	1962-10-23	47.0	A
USGS	03109500	1962-10-24	48.0	A
USGS	03109500	1962-10-25	47.0	A
USGS	03109500	1962-10-26	52.0	A
USGS	03109500	1962-10-27	51.0	A
USGS	03109500	1962-10-28	49.0	A
USGS	03109500	1962-10-29	52.0	A
USGS	03109500	1962-10-30	55.0	A
USGS	03109500	1962-10-31	56.0	A
USGS	03109500	1962-11-01	55.0	A
USGS	03109500	1962-11-02	53.0	A
USGS	03109500	1962-11-03	51.0	A
USGS	03109500	1962-11-04	49.0	A
USGS	03109500	1962-11-05	50.0	A
USGS	03109500	1962-11-06	49.0	A
USGS	03109500	1962-11-07	47.0	A
USGS	03109500	1962-11-08	48.0	A
USGS	03109500	1962-11-09	49.0	A
USGS	03109500	1962-11-10	318	A
USGS	03109500	1962-11-11	344	A
USGS	03109500	1962-11-12	212	A
USGS	03109500	1962-11-13	155	A
USGS	03109500	1962-11-14	124	A
USGS	03109500	1962-11-15	106	A
USGS	03109500	1962-11-16	97.0	A
USGS	03109500	1962-11-17	132	A
USGS	03109500	1962-11-18	159	A
USGS	03109500	1962-11-19	155	A
USGS	03109500	1962-11-20	145	A
USGS	03109500	1962-11-21	145	A
USGS	03109500	1962-11-22	149	A
USGS	03109500	1962-11-23	145	A
USGS	03109500	1962-11-24	128	A
USGS	03109500	1962-11-25	123	A
USGS	03109500	1962-11-26	114	A
USGS	03109500	1962-11-27	100	A
USGS	03109500	1962-11-28	95.0	A
USGS	03109500	1962-11-29	90.0	A
USGS	03109500	1962-11-30	90.0	A
USGS	03109500	1962-12-01	85.0	A
USGS	03109500	1962-12-02	85.0	A
USGS	03109500	1962-12-03	80.0	A
USGS	03109500	1962-12-04	80.0	A
USGS	03109500	1962-12-05	80.0	A
USGS	03109500	1962-12-06	132	A
USGS	03109500	1962-12-07	242	A
USGS	03109500	1962-12-08	180	A
USGS	03109500	1962-12-09	140	A
USGS	03109500	1962-12-10	110	A
USGS	03109500	1962-12-11	100	A
USGS	03109500	1962-12-12	90.0	A
USGS	03109500	1962-12-13	80.0	A
USGS	03109500	1962-12-14	85.0	A
USGS	03109500	1962-12-15	90.0	A
USGS	03109500	1962-12-16	90.0	A
USGS	03109500	1962-12-17	90.0	A
USGS	03109500	1962-12-18	95.0	A
USGS	03109500	1962-12-19	121	A
USGS	03109500	1962-12-20	157	A
USGS	03109500	1962-12-21	172	A
USGS	03109500	1962-12-22	180	A
USGS	03109500	1962-12-23	185	A
USGS	03109500	1962-12-24	153	A
USGS	03109500	1962-12-25	130	A
USGS	03109500	1962-12-26	120	A
USGS	03109500	1962-12-27	110	A
USGS	03109500	1962-12-28	110	A
USGS	03109500	1962-12-29	110	A
USGS	03109500	1962-12-30	110	A
USGS	03109500	1962-12-31	110	A
USGS	03109500	1963-01-01	110	A
USGS	03109500	1963-01-02	110	A
USGS	03109500	1963-01-03	110	A
USGS	03109500	1963-01-04	110	A
USGS	03109500	1963-01-05	100	A
USGS	03109500	1963-01-06	95.0	A
USGS	03109500	1963-01-07	95.0	A
USGS	03109500	1963-01-08	100	A
USGS	03109500	1963-01-09	110	A
USGS	03109500	1963-01-10	120	A
USGS	03109500	1963-01-11	280	A
USGS	03109500	1963-01-12	610	A
USGS	03109500	1963-01-13	570	A
USGS	03109500	1963-01-14	393	A
USGS	03109500	1963-01-15	320	A
USGS	03109500	1963-01-16	260	A
USGS	03109500	1963-01-17	230	A
USGS	03109500	1963-01-18	210	A
USGS	03109500	1963-01-19	200	A
USGS	03109500	1963-01-20	230	A
USGS	03109500	1963-01-21	265	A
USGS	03109500	1963-01-22	217	A
USGS	03109500	1963-01-23	187	A
USGS	03109500	1963-01-24	151	A
USGS	03109500	1963-01-25	130	A
USGS	03109500	1963-01-26	110	A
USGS	03109500	1963-01-27	100	A
USGS	03109500	1963-01-28	90.0	A
USGS	03109500	1963-01-29	85.0	A
USGS	03109500	1963-01-30	80.0	A
USGS	03109500	1963-01-31	80.0	A
USGS	03109500	1963-02-01	80.0	A
USGS	03109500	1963-02-02	90.0	A
USGS	03109500	1963-02-03	120	A
USGS	03109500	1963-02-04	130	A
USGS	03109500	1963-02-05	200	A
USGS	03109500	1963-02-06	300	A
USGS	03109500	1963-02-07	400	A
USGS	03109500	1963-02-08	400	A
USGS	03109500	1963-02-09	320	A
USGS	03109500	1963-02-10	250	A
USGS	03109500	1963-02-11	200	A
USGS	03109500	1963-02-12	160	A
USGS	03109500	1963-02-13	140	A
USGS	03109500	1963-02-14	120	A
USGS	03109500	1963-02-15	110	A
USGS	03109500	1963-02-16	100	A
USGS	03109500	1963-02-17	95.0	A
USGS	03109500	1963-02-18	110	A
USGS	03109500	1963-02-19	170	A
USGS	03109500	1963-02-20	330	A
USGS	03109500	1963-02-21	320	A
USGS	03109500	1963-02-22	240	A
USGS	03109500	1963-02-23	180	A
USGS	03109500	1963-02-24	150	A
USGS	03109500	1963-02-25	120	A
USGS	03109500	1963-02-26	110	A
USGS	03109500	1963-02-27	100	A
USGS	03109500	1963-02-28	100	A
USGS	03109500	1963-03-01	100	A
USGS	03109500	1963-03-02	130	A
USGS	03109500	1963-03-03	200	A
USGS	03109500	1963-03-04	1100	A
USGS	03109500	1963-03-05	6100	A
USGS	03109500	1963-03-06	8920	A
USGS	03109500	1963-03-07	4670	A
USGS	03109500	1963-03-08	2290	A
USGS	03109500	1963-03-09	1850	A
USGS	03109500	1963-03-10	1660	A
USGS	03109500	1963-03-11	1650	A
USGS	03109500	1963-03-12	2290	A
USGS	03109500	1963-03-13	3610	A
USGS	03109500	1963-03-14	2590	A
USGS	03109500	1963-03-15	1590	A
USGS	03109500	1963-03-16	1260	A
USGS	03109500	1963-03-17	1370	A
USGS	03109500	1963-03-18	1400	A
USGS	03109500	1963-03-19	1520	A
USGS	03109500	1963-03-20	4400	A
USGS	03109500	1963-03-21	2420	A
USGS	03109500	1963-03-22	1580	A
USGS	03109500	1963-03-23	1220	A
USGS	03109500	1963-03-24	1090	A
USGS	03109500	1963-03-25	945	A
USGS	03109500	1963-03-26	874	A
USGS	03109500	1963-03-27	1240	A
USGS	03109500	1963-03-28	1140	A
USGS	03109500	1963-03-29	921	A
USGS	03109500	1963-03-30	814	A
USGS	03109500	1963-03-31	758	A
USGS	03109500	1963-04-01	680	A
USGS	03109500	1963-04-02	605	A
USGS	03109500	1963-04-03	525	A
USGS	03109500	1963-04-04	685	A
USGS	03109500	1963-04-05	655	A
USGS	03109500	1963-04-06	512	A
USGS	03109500	1963-04-07	452	A
USGS	03109500	1963-04-08	404	A
USGS	03109500	1963-04-09	376	A
USGS	03109500	1963-04-10	340	A
USGS	03109500	1963-04-11	308	A
USGS	03109500	1963-04-12	283	A
USGS	03109500	1963-04-13	265	A
USGS	03109500	1963-04-14	245	A
USGS	03109500	1963-04-15	231	A
USGS	03109500	1963-04-16	212	A
USGS	03109500	1963-04-17	223	A
USGS	03109500	1963-04-18	554	A
USGS	03109500	1963-04-19	620	A
USGS	03109500	1963-04-20	2190	A
USGS	03109500	1963-04-21	1740	A
USGS	03109500	1963-04-22	1060	A
USGS	03109500	1963-04-23	939	A
USGS	03109500	1963-04-24	830	A
USGS	03109500	1963-04-25	685	A
USGS	03109500	1963-04-26	561	A
USGS	03109500	1963-04-27	480	A
USGS	03109500	1963-04-28	420	A
USGS	03109500	1963-04-29	382	A
USGS	03109500	1963-04-30	566	A
USGS	03109500	1963-05-01	570	A
USGS	03109500	1963-05-02	484	A
USGS	03109500	1963-05-03	416	A
USGS	03109500	1963-05-04	365	A
USGS	03109500	1963-05-05	330	A
USGS	03109500	1963-05-06	314	A
USGS	03109500	1963-05-07	283	A
USGS	03109500	1963-05-08	262	A
USGS	03109500	1963-05-09	245	A
USGS	03109500	1963-05-10	231	A
USGS	03109500	1963-05-11	226	A
USGS	03109500	1963-05-12	223	A
USGS	03109500	1963-05-13	204	A
USGS	03109500	1963-05-14	204	A
USGS	03109500	1963-05-15	192	A
USGS	03109500	1963-05-16	176	A
USGS	03109500	1963-05-17	174	A
USGS	03109500	1963-05-18	180	A
USGS	03109500	1963-05-19	180	A
USGS	03109500	1963-05-20	234	A
USGS	03109500	1963-05-21	262	A
USGS	03109500	1963-05-22	210	A
USGS	03109500	1963-05-23	169	A
USGS	03109500	1963-05-24	147	A
USGS	03109500	1963-05-25	134	A
USGS	03109500	1963-05-26	134	A
USGS	03109500	1963-05-27	124	A
USGS	03109500	1963-05-28	121	A
USGS	03109500	1963-05-29	137	A
USGS	03109500	1963-05-30	155	A
USGS	03109500	1963-05-31	134	A
USGS	03109500	1963-06-01	119	A
USGS	03109500	1963-06-02	109	A
USGS	03109500	1963-06-03	99.0	A
USGS	03109500	1963-06-04	102	A
USGS	03109500	1963-06-05	132	A
USGS	03109500	1963-06-06	226	A
USGS	03109500	1963-06-07	251	A
USGS	03109500	1963-06-08	204	A
USGS	03109500	1963-06-09	180	A
USGS	03109500	1963-06-10	248	A
USGS	03109500	1963-06-11	863	A
USGS	03109500	1963-06-12	670	A
USGS	03109500	1963-06-13	351	A
USGS	03109500	1963-06-14	245	A
USGS	03109500	1963-06-15	192	A
USGS	03109500	1963-06-16	157	A
USGS	03109500	1963-06-17	137	A
USGS	03109500	1963-06-18	130	A
USGS	03109500	1963-06-19	111	A
USGS	03109500	1963-06-20	107	A
USGS	03109500	1963-06-21	155	A
USGS	03109500	1963-06-22	124	A
USGS	03109500	1963-06-23	100	A
USGS	03109500	1963-06-24	84.0	A
USGS	03109500	1963-06-25	77.0	A
USGS	03109500	1963-06-26	69.0	A
USGS	03109500	1963-06-27	65.0	A
USGS	03109500	1963-06-28	70.0	A
USGS	03109500	1963-06-29	90.0	A
USGS	03109500	1963-06-30	78.0	A
USGS	03109500	1963-07-01	86.0	A
USGS	03109500	1963-07-02	67.0	A
USGS	03109500	1963-07-03	61.0	A
USGS	03109500	1963-07-04	56.0	A
USGS	03109500	1963-07-05	49.0	A
USGS	03109500	1963-07-06	46.0	A
USGS	03109500	1963-07-07	41.0	A
USGS	03109500	1963-07-08	42.0	A
USGS	03109500	1963-07-09	42.0	A
USGS	03109500	1963-07-10	39.0	A
USGS	03109500	1963-07-11	64.0	A
USGS	03109500	1963-07-12	72.0	A
USGS	03109500	1963-07-13	53.0	A
USGS	03109500	1963-07-14	65.0	A
USGS	03109500	1963-07-15	90.0	A
USGS	03109500	1963-07-16	73.0	A
USGS	03109500	1963-07-17	64.0	A
USGS	03109500	1963-07-18	51.0	A
USGS	03109500	1963-07-19	47.0	A
USGS	03109500	1963-07-20	77.0	A
USGS	03109500	1963-07-21	210	A
USGS	03109500	1963-07-22	143	A
USGS	03109500	1963-07-23	128	A
USGS	03109500	1963-07-24	90.0	A
USGS	03109500	1963-07-25	74.0	A
USGS	03109500	1963-07-26	63.0	A
USGS	03109500	1963-07-27	50.0	A
USGS	03109500	1963-07-28	47.0	A
USGS	03109500	1963-07-29	48.0	A
USGS	03109500	1963-07-30	139	A
USGS	03109500	1963-07-31	126	A
USGS	03109500	1963-08-01	95.0	A
USGS	03109500	1963-08-02	72.0	A
USGS	03109500	1963-08-03	63.0	A
USGS	03109500	1963-08-04	102	A
USGS	03109500	1963-08-05	111	A
USGS	03109500	1963-08-06	76.0	A
USGS	03109500	1963-08-07	73.0	A
USGS	03109500	1963-08-08	72.0	A
USGS	03109500	1963-08-09	67.0	A
USGS	03109500	1963-08-10	55.0	A
USGS	03109500	1963-08-11	46.0	A
USGS	03109500	1963-08-12	41.0	A
USGS	03109500	1963-08-13	38.0	A
USGS	03109500	1963-08-14	69.0	A
USGS	03109500	1963-08-15	90.0	A
USGS	03109500	1963-08-16	61.0	A
USGS	03109500	1963-08-17	54.0	A
USGS	03109500	1963-08-18	73.0	A
USGS	03109500	1963-08-19	64.0	A
USGS	03109500	1963-08-20	74.0	A
USGS	03109500	1963-08-21	76.0	A
USGS	03109500	1963-08-22	72.0	A
USGS	03109500	1963-08-23	62.0	A
USGS	03109500	1963-08-24	50.0	A
USGS	03109500	1963-08-25	47.0	A
USGS	03109500	1963-08-26	46.0	A
USGS	03109500	1963-08-27	39.0	A
USGS	03109500	1963-08-28	36.0	A
USGS	03109500	1963-08-29	38.0	A
USGS	03109500	1963-08-30	35.0	A
USGS	03109500	1963-08-31	34.0	A
USGS	03109500	1963-09-01	32.0	A
USGS	03109500	1963-09-02	31.0	A
USGS	03109500	1963-09-03	30.0	A
USGS	03109500	1963-09-04	31.0	A
USGS	03109500	1963-09-05	33.0	A
USGS	03109500	1963-09-06	43.0	A
USGS	03109500	1963-09-07	42.0	A
USGS	03109500	1963-09-08	39.0	A
USGS	03109500	1963-09-09	36.0	A
USGS	03109500	1963-09-10	34.0	A
USGS	03109500	1963-09-11	32.0	A
USGS	03109500	1963-09-12	45.0	A
USGS	03109500	1963-09-13	92.0	A
USGS	03109500	1963-09-14	78.0	A
USGS	03109500	1963-09-15	72.0	A
USGS	03109500	1963-09-16	54.0	A
USGS	03109500	1963-09-17	43.0	A
USGS	03109500	1963-09-18	39.0	A
USGS	03109500	1963-09-19	38.0	A
USGS	03109500	1963-09-20	34.0	A
USGS	03109500	1963-09-21	36.0	A
